No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
162,73289,R,1,K,SI2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,SM,BPP,BGPP,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,3600,2499.93,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73289.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73289,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382912105.Pdf,34,14.5,41.8,44.5,6382912105,6.385,4,MED to STK,4.02,6.4,6.37,Twinning Wisp  Feather  Crystal  Cavity  Needle  Natural,80,45,1,57,62.9,Additional twinning wisps  clouds  pinpoints and surface graining are not shown.,,,,30.5575,2499.93,2499.93
163,70291,OM,2,M,SI1,,EX,EX,NON,HRD,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,1861.65,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70291.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70291,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/210000080037.Pdf,0,13,0,40.5,210000080037,8.81,6.5,very thick,4.14,10.67,6.95,,50,50,1.54,61,59.4,,,,,48.2875,1861.65,3723.3
164,73670,O,1.5,L,SI1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,SM,BGPP,BPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3500,2016.79,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73670.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73670,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3385906636.Pdf,0,0,0,0,3385906636,7.3,7,THK to VTK,4.3,8.34,6.26,Crystal  Feather  Needle  Indented Natural,50,50,1.33,59,68.7,Clouds are not shown. Pinpoints are not shown.,,,,42.37742857143,2016.79,3025.185
165,73692,O,1,N,VS2,,VG,VG,NON,IGI,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1127.33,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73692.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73692,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/476167361.Pdf,37.9,17,38.6,40.5,476167361,6.625,8,Thick To Very Thick (Faceted) ,3.45,7.99,5.26,,50,50,1.52,58.5,65.6,N/A,,,,46.31761904762,1127.33,1127.33
166,70278,R,2.25,L,SI1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,N,BGPP,BGPP,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,5700,3705.57,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70278.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70278,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381733906.Pdf,36.5,16.5,40.6,42.5,6381733906,8.35,3.5,MED to STK,5.22,8.37,8.33,Crystal  Cloud  Needle  Natural,80,50,1,56,62.5,Additional clouds  pinpoints and internal graining are not shown.,,,,34.99,3705.57,8337.5325
167,70296,PEM,1.51,Fancy Intense Yellow  Natural Even,VS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8500,8372.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70296.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70296,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1387491431.Pdf,0,0,0,0,1387491431,7.61,7,THK to ETK,3.79,9.4,5.82,Feather  Cavity  Needle  Indented Natural,50,50,1.62,56,65.1,,Yellow , Fancy Intense,,1.5,8372.5,12642.475
168,70345,OM,1.11,K,VS2,,EX,VG,NON,GIA,LIGHT BROWN,NONE,FTR,WINC,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3100,1267.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70345.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70345,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382732352.Pdf,0,0,0,0,6382732352,6.47,8,THK to ETK,3.58,7.43,5.51,Crystal  Feather  Indented Natural,50,50,1.35,58,65,Clouds are not shown. Pinpoints are not shown.,,,,59.12258064517,1267.2,1406.592
169,70347,RA,1.5,Fancy Yellow  Natural Even,VS1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,4728,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70347.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70347,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386500744.Pdf,0,0,0,0,2386500744,6.435,7,ETK,3.91,7.5,5.37,Crystal  Cloud  Needle  Natural,50,50,1.4,55,72.8,Pinpoints are not shown.,Yellow , Fancy,,1.5,4728,7092
170,71332,OM,1.51,Y,SI2,,EX,G,NON,GIA,VERY LIGHT BROWN,NONE,FTR,N,SM,N,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2500,1612.94,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/71332.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=71332,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1389731528.Pdf,0,0,0,0,1389731528,7.13,6,VTK to ETK,3.88,8.18,6.08,Twinning Wisp  Feather  Cloud  Natural,50,50,1.35,58,63.8,Additional twinning wisps  pinpoints and surface graining are not shown.,,,,35.4824,1612.94,2435.5394
171,72301,OM,2,Fancy Intense Yellow  Natural Even,SI2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,5200,5122,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72301.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=72301,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382548105.Pdf,0,0,0,0,6382548105,7.72,8,VTK to ETK,4.27,8.8,6.64,Feather  Cloud  Pinpoint,50,50,1.33,58,64.3,,Yellow , Fancy Intense,,1.5,5122,10244
172,73060,R,2,N,VVS2,EX,EX,EX,FNT,GIA,MIXED TINGE,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,6000,3368.7,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73060.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73060,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7386913398.Pdf,35,15.5,40.8,43,7386913398,8.045,4,MED to STK,5.02,8.07,8.02,Feather  Pinpoint  Indented Natural,80,50,1.01,55,62.5,,,,,43.855,3368.7,6737.4
173,74186,PEM,2,Fancy Yellow  Natural Even,VS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION SMALL,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,5910,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/74186.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=74186,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1385686732.Pdf,0,0,0,0,1385686732,8.29,8.5,VTK to ETK,4.26,10.24,6.34,Feather  Twinning Wisp,50,50,1.62,57,67.2,Surface graining is not shown.,Yellow , Fancy,,1.5,5910,11820
174,76974,RA,1.5,Y,VS2,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2900,2156.66,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/76974.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=76974,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386999480.Pdf,0,0,0,0,2386999480,6.565,8,ETK,3.74,7.84,5.29,Crystal  Feather  Needle  Natural,50,50,1.48,63,70.6,Pinpoints are not shown.,,,,25.63241379311,2156.66,3234.99
175,77412,EM,1.72,L,VS2,,EX,VG,MED,HRD,NO BROWN   NO GREEN   NO MILKY,NONE,N,WXTL,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3700,1512.47,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77412.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77412,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/210000109706.Pdf,0,17.5,0,44,210000109706,6.51,6.5,very thick,3.83,7.39,5.63,,50,50,1.31,58,68,,,,,59.12243243244,1512.47,2601.4484
176,77413,OM,0.91,Fancy Brownish Yellow  Natural Even,SI1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,1050,1034.25,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77413.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77413,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382924472.Pdf,0,0,0,0,6382924472,6.495,5,STK to VTK,3.08,7.86,5.13,Knot  Feather  Crystal  Indented Natural  Natural,50,50,1.53,60,60.2,Pinpoints are not shown.,Yellow , Fancy,Brownish,1.5,1034.25,941.1675
177,77631,RA,0.85,Fancy Light Yellow  Natural Even,VS1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,1100,1083.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77631.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77631,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381906194.Pdf,0,0,0,0,6381906194,5.48,8,ETK,3.11,6.52,4.44,Crystal  Feather  Pinpoint  Natural,50,50,1.47,60,70,,Yellow , Fancy Light,,1.5,1083.5,920.975
178,78362,E,2.01,L,VS2,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4500,2947.61,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/78362.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=78362,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5383925217.Pdf,0,0,0,0,5383925217,7.18,4,THK to VTK,3.74,8.39,5.97,Crystal  Cloud  Needle,50,50,1.41,70,62.6,Additional clouds are not shown. Pinpoints are not shown.,,,,34.49755555556,2947.61,5924.6961
179,79971,PEM,2,Fancy Intense Yellow  Natural Even,SI2,,EX,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BXTL,NO EYECLEAN,INDIA,NO,NON,EXCELLENT,7500,7387.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/79971.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=79971,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392643468.Pdf,0,0,0,0,6392643468,8.265,5.5,THK to ETK,4.3,9.88,6.65,Feather  Crystal  Cavity  Needle  Indented Natural  Cloud  Natural,50,50,1.49,59,64.5,,Yellow , Fancy Intense,,1.5,7387.5,14775
180,77193,E,0.8,F,VVS1,,VG,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4600,2242.85,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77193.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77193,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5393419263.Pdf,0,0,0,0,5393419263,5.505,3,MED to STK,2.75,6.5,4.51,Pinpoint  Indented Natural  Feather,50,50,1.44,71,61,,,,,51.24239130435,2242.85,1794.28
181,77700,E,5.55,Fancy Deep Brownish Yellow  Natural Even,SI1,,EX,EX,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BXTL,N,NO EYECLEAN,INDIA,NO,NON,EXCELLENT,5252,5173.22,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77700.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77700,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391417899.Pdf,0,0,0,0,6391417899,10.435,3,THK,5.32,12.43,8.44,Crystal  Pinpoint,50,50,1.47,57,63,Additional pinpoints are not shown.,Yellow , Fancy Deep,Brownish,1.5,5173.22,28711.371
182,72424,R,5.01,G,VS1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,46000,28092.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72424.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=72424,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384532720.Pdf,32.5,12.5,40.8,43,2384532720,11.29,2.5,THN to MED,6.54,11.33,11.25,Crystal  Needle,75,50,1.01,61,57.9,Clouds are not shown. Pinpoints are not shown.,,,,38.93,28092.2,140741.922
183,76849,EM,1.06,L,IF,,EX,EX,NON,HRD,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,1702.08,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/76849.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=76849,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/210000108226.Pdf,0,12.5,0,52,210000108226,5.885,4,medium,3.26,7.04,4.73,,50,50,1.49,62,68.9,,,,,46.81,1702.08,1804.2048
184,77400,E,5.01,H,VS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,32500,20007.81,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77400.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77400,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391281960.Pdf,0,0,0,0,6391281960,9.71,4.5,VTK,5.13,11.38,8.04,Crystal  Pinpoint  Natural,50,50,1.42,69,63.8,Additional pinpoints are not shown.,,,,38.43750769231,20007.81,100239.1281
185,80140,SRD,1,L,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2700,1622.3,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80140.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80140,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395109495.Pdf,0,0,0,0,6395109495,5.635,4.5,THK to VTK,3.53,5.76,5.51,Feather,50,50,1.05,69,64.1,,,,,39.91481481482,1622.3,1622.3
186,83136,E,1.04,F,VVS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8100,4587.64,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83136.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83136,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2396773613.Pdf,0,0,0,0,2396773613,5.89,3,STK to THK,3.16,7.04,4.74,Pinpoint,50,50,1.49,64,66.8,,,,,43.36246913581,4587.64,4771.1456
187,83845,RA,1.5,L,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4000,2462.5,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83845.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83845,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391862866.Pdf,0,0,0,0,6391862866,6.955,3,MED to THK,3.74,7.84,6.07,Feather,50,50,1.29,73,61.6,,,,,38.4375,2462.5,3693.75
188,87238,H,0.52,E,VVS1,,VG,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3300,2031.56,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/87238.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=87238,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2406109781.Pdf,0,0,0,0,2406109781,5.335,2.5,VTN to STK,3.38,4.96,5.71,Pinpoint  Manufacturing Remnant,50,50,0.87,61,59.2,,,,,38.43757575758,2031.56,1056.4112
189,72213,R,5.01,H,VVS1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,CLD,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,42000,25649.4,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72213.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=72213,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386532006.Pdf,36.5,16.5,40.6,43,2386532006,10.885,3.5,MED to STK,6.85,10.92,10.85,Cloud  Natural,80,50,1.01,55,62.9,,,,,38.93,25649.4,128503.494
190,69060,SRD,1.52,H,VS1,,EX,EX,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WXTL,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,8400,3433.71,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69060.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69060,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386368111.Pdf,0,0,0,0,2386368111,6.195,5,VTK,4.32,6.23,6.16,Crystal  Pinpoint  Needle,50,50,1.01,65,70.1,Additional pinpoints are not shown.,,,,59.1225,3433.71,5219.2392
191,69790,O,1,D,VVS1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,10100,4327.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69790.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69790,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7382397572.Pdf,0,0,0,0,7382397572,6.325,8.5,VTK to ETK,3.74,7.19,5.46,Feather  Indented Natural  Natural,50,50,1.32,60,68.6,,,,,57.15247524753,4327.6,4327.6
192,70280,R,2.01,G,VS2,VG,EX,VG,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,15500,7939.1,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70280.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=70280,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387733747.Pdf,36.5,16,40.6,43,2387733747,7.86,5.5,STK to THK,5.06,7.89,7.83,Crystal  Indented Natural  Needle  Natural,75,50,1.01,57,64.4,Pinpoints are not shown.,,,,48.78,7939.1,15957.591
193,71139,RA,1.5,F,VVS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,11700,6280.85,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/71139.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=71139,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7388680548.Pdf,0,0,0,0,7388680548,6.035,6,THK to ETK,4.39,6.21,5.86,Pinpoint  Feather,50,50,1.06,64,74.9,,,,,46.31752136753,6280.85,9421.275
194,68403,R,0.5,H,VVS1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,WPP,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4000,2383.7,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68403.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68403,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384405213.Pdf,33,12.5,40.8,43,2384405213,5.17,3.5,MED to STK,3.06,5.18,5.16,Pinpoint  Feather  Manufacturing Remnant,75,45,1,61,59.2,,,,,40.4075,2383.7,1191.85
195,79465,SRD,1,E,VVS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8000,3585.4,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/79465.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=79465,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2397021725.Pdf,0,0,0,0,2397021725,5.465,4,THK to VTK,3.73,5.49,5.44,Needle  Pinpoint  Natural,50,50,1.01,70,68.6,Additional pinpoints are not shown.,,,,55.1825,3585.4,3585.4
196,79594,SE,1.01,D,VVS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,9100,4078.39,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/79594.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=79594,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5393022018.Pdf,0,0,0,0,5393022018,5.68,3,STK to THK,3.55,5.78,5.58,Needle  Pinpoint  Feather  Natural,50,50,1.04,69,63.6,Additional pinpoints are not shown.,,,,55.18252747253,4078.39,4119.1739
197,79871,SE,1.01,E,VVS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8000,3585.4,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/79871.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=79871,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5393035148.Pdf,0,0,0,0,5393035148,5.565,3.5,THK,3.61,5.65,5.48,Pinpoint  Indented Natural  Natural,50,50,1.03,68,65.9,Additional pinpoints are not shown.,,,,55.1825,3585.4,3621.254
198,80165,E,1.5,E,VVS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WPP,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,13100,6129.16,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80165.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80165,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391069308.Pdf,0,0,0,0,6391069308,6.605,4,THK to VTK,3.51,7.86,5.35,Pinpoint  Feather  Natural,50,50,1.47,65,65.7,Additional pinpoints are not shown.,,,,53.21251908397,6129.16,9193.74
199,80166,E,1,E,VVS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,9100,4526.57,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80166.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80166,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395069224.Pdf,0,0,0,0,3395069224,5.785,3.5,STK to THK,3.11,6.77,4.8,Pinpoint  Feather,50,50,1.41,71,64.7,,,,,50.25747252748,4526.57,4526.57
200,80508,RA,0.51,F,VVS1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3100,1618.36,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80508.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80508,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7392127643.Pdf,0,0,0,0,7392127643,4.675,2,THN to MED,2.83,5.33,4.02,Pinpoint  Feather,50,50,1.33,71,70.5,,,,,47.79483870968,1618.36,825.3636
201,80510,SRD,0.51,D,VVS2,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3300,1413.97,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80510.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80510,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2394127694.Pdf,0,0,0,0,2394127694,4.62,3.5,STK to THK,2.99,4.67,4.57,Needle  Pinpoint  Feather,50,50,1.02,71,65.4,,,,,57.15242424243,1413.97,721.1247
